,word,fre,len,ps,level,difficulty
1452,chorus,1,6,"('chorus', 'NN')",0,15.561863395594644
1454,christ,1,6,"('christ', 'JJ')",1,15.561863395594644
1456,cicada,1,6,"('cicada', 'NN')",0,15.561863395594644
1462,climax,1,6,"('climax', 'NNS')",0,11.321614781057399
1465,clowns,1,6,"('clowns', 'NNS')",0,11.321614781057399
1466,colony,1,6,"('colony', 'VBP')",0,11.321614781057399
1474,corner,1,6,"('corner', 'VBP')",0,11.321614781057399
1475,corpse,1,6,"('corpse', 'JJ')",0,15.561863395594644
1476,corpus,1,6,"('corpus', 'NN')",1,15.561863395594644
1478,couple,1,6,"('couple', 'NN')",0,15.561863395594644
1480,coward,1,6,"('coward', 'NN')",0,15.561863395594644
1483,critic,1,6,"('critic', 'JJ')",0,15.561863395594644
1485,cursed,1,6,"('cursed', 'VBD')",0,11.321614781057399
1487,damage,1,6,"('damage', 'NN')",1,15.561863395594644
1492,debtor,1,6,"('debtor', 'NN')",0,15.561863395594644
1493,decade,1,6,"('decade', 'NN')",0,15.561863395594644
1494,decent,1,6,"('decent', 'JJ')",0,15.561863395594644
1495,decide,1,6,"('decide', 'NN')",0,15.561863395594644
1498,defied,1,6,"('defied', 'VBN')",0,11.321614781057399
1501,delved,1,6,"('delved', 'VBD')",1,11.321614781057399
1502,denial,1,6,"('denial', 'JJ')",0,15.561863395594644
1504,depend,1,6,"('depend', 'JJ')",0,15.561863395594644
1505,derive,1,6,"('derive', 'JJ')",0,15.561863395594644
1506,desire,1,6,"('desire', 'NN')",0,15.561863395594644
1508,device,1,6,"('device', 'NN')",0,15.561863395594644
1509,devout,1,6,"('devout', 'IN')",1,15.561863395594644
1510,dharma,1,6,"('dharma', 'NN')",0,15.561863395594644
1511,differ,1,6,"('differ', 'NN')",0,15.561863395594644
1513,dismal,1,6,"('dismal', 'JJ')",0,15.561863395594644
1514,divide,1,6,"('divide', 'NN')",0,15.561863395594644
1515,dollar,1,6,"('dollar', 'NN')",0,15.561863395594644
1516,donkey,1,6,"('donkey', 'NN')",0,15.561863395594644
1517,double,1,6,"('double', 'JJ')",0,15.561863395594644
1518,doubts,1,6,"('doubts', 'NNS')",0,11.321614781057399
1520,dreams,1,6,"('dreams', 'NNS')",1,11.321614781057399
1521,dreamy,1,6,"('dreamy', 'VBP')",0,11.321614781057399
1522,driven,1,6,"('driven', 'VBN')",0,11.321614781057399
1524,earned,1,6,"('earned', 'VBN')",0,11.321614781057399
1529,elders,1,6,"('elders', 'NNS')",0,11.321614781057399
1530,eldest,1,6,"('eldest', 'VBP')",0,11.321614781057399
1531,elicit,1,6,"('elicit', 'NN')",1,15.561863395594644
1532,empire,1,6,"('empire', 'NN')",0,15.561863395594644
1534,enacts,1,6,"('enacts', 'NNS')",0,11.321614781057399
1535,ending,1,6,"('ending', 'VBG')",0,11.321614781057399
1538,engine,1,6,"('engine', 'NN')",0,15.561863395594644
1539,engulf,1,6,"('engulf', 'NN')",2,15.561863395594644
1540,enjoys,1,6,"('enjoys', 'VBZ')",0,11.321614781057399
1542,enroll,1,6,"('enroll', 'NN')",0,15.561863395594644
1543,ensure,1,6,"('ensure', 'VB')",0,15.561863395594644
1548,erased,1,6,"('erased', 'VBD')",0,11.321614781057399
1550,essays,1,6,"('essays', 'NNS')",0,11.321614781057399
1551,ethics,1,6,"('ethics', 'VBP')",0,11.321614781057399
1552,ethnic,1,6,"('ethnic', 'JJ')",1,15.561863395594644
1553,eulogy,1,6,"('eulogy', 'NN')",0,15.561863395594644
1556,evoked,1,6,"('evoked', 'VBD')",0,11.321614781057399
1557,evokes,1,6,"('evokes', 'NNS')",0,11.321614781057399
1559,excuse,1,6,"('excuse', 'NN')",0,15.561863395594644
1560,exerts,1,6,"('exerts', 'NNS')",0,11.321614781057399
1561,exhale,1,6,"('exhale', 'JJ')",0,15.561863395594644
1563,exodus,1,6,"('exodus', 'VBP')",1,11.321614781057399
1566,expose,1,6,"('expose', 'JJ')",0,15.561863395594644
1567,extent,1,6,"('extent', 'NN')",0,15.561863395594644
1568,fables,1,6,"('fables', 'NNS')",1,11.321614781057399
1569,facing,1,6,"('facing', 'VBG')",1,11.321614781057399
1571,fairly,1,6,"('fairly', 'RB')",0,15.561863395594644
1573,fallow,1,6,"('fallow', 'JJ')",0,15.561863395594644
1577,faults,1,6,"('faults', 'NNS')",0,11.321614781057399
1578,feared,1,6,"('feared', 'VBD')",0,11.321614781057399
1580,female,1,6,"('female', 'NN')",0,15.561863395594644
1581,ferret,1,6,"('ferret', 'JJ')",1,15.561863395594644
1582,fields,1,6,"('fields', 'NNS')",0,11.321614781057399
1583,finest,1,6,"('finest', 'JJS')",0,11.321614781057399
1584,finish,1,6,"('finish', 'JJ')",0,15.561863395594644
1587,fleshy,1,6,"('fleshy', 'JJ')",1,15.561863395594644
1588,flying,1,6,"('flying', 'VBG')",0,11.321614781057399
1589,follow,1,6,"('follow', 'RB')",0,15.561863395594644
1591,forces,1,6,"('forces', 'NNS')",0,11.321614781057399
1593,forged,1,6,"('forged', 'VBN')",0,11.321614781057399
1596,formed,1,6,"('formed', 'VBD')",0,11.321614781057399
1599,framed,1,6,"('framed', 'VBN')",0,11.321614781057399
1600,frames,1,6,"('frames', 'NNS')",0,11.321614781057399
1602,franco,1,6,"('franco', 'VBP')",0,11.321614781057399
1606,frieze,1,6,"('frieze', 'NN')",0,15.561863395594644
1607,fruits,1,6,"('fruits', 'NNS')",0,11.321614781057399
1608,funded,1,6,"('funded', 'VBD')",0,11.321614781057399
1609,futile,1,6,"('futile', 'JJ')",0,15.561863395594644
1611,gadget,1,6,"('gadget', 'NN')",0,15.561863395594644
1613,gather,1,6,"('gather', 'RB')",0,15.561863395594644
1616,gentry,1,6,"('gentry', 'VBP')",0,11.321614781057399
1618,german,1,6,"('german', 'JJ')",0,15.561863395594644
1624,goings,1,6,"('goings', 'NNS')",0,11.321614781057399
1625,gossip,1,6,"('gossip', 'VBP')",0,11.321614781057399
1628,grants,1,6,"('grants', 'NNS')",0,11.321614781057399
1629,grapes,1,6,"('grapes', 'VBZ')",0,11.321614781057399
1630,greece,1,6,"('greece', 'JJ')",0,15.561863395594644
1633,groups,1,6,"('groups', 'NNS')",0,11.321614781057399
1635,grunts,1,6,"('grunts', 'NNS')",0,11.321614781057399
1637,guided,1,6,"('guided', 'VBD')",0,11.321614781057399
1639,gushed,1,6,"('gushed', 'VBN')",1,11.321614781057399
1640,habits,1,6,"('habits', 'NNS')",0,11.321614781057399
1641,hailed,1,6,"('hailed', 'VBD')",0,11.321614781057399
1643,handed,1,6,"('handed', 'VBN')",0,11.321614781057399
1644,handle,1,6,"('handle', 'JJ')",0,15.561863395594644
1645,happen,1,6,"('happen', 'NNS')",0,11.321614781057399
1647,harmed,1,6,"('harmed', 'VBD')",0,11.321614781057399
1651,health,1,6,"('health', 'NN')",0,15.561863395594644
1653,heaven,1,6,"('heaven', 'VBP')",0,11.321614781057399
1654,heaves,1,6,"('heaves', 'NNS')",0,11.321614781057399
1655,height,1,6,"('height', 'VBD')",0,11.321614781057399
1657,heroic,1,6,"('heroic', 'VB')",0,15.561863395594644
1659,hidden,1,6,"('hidden', 'NN')",0,15.561863395594644
1663,hinder,1,6,"('hinder', 'RBR')",0,11.321614781057399
1664,hinted,1,6,"('hinted', 'JJ')",0,15.561863395594644
1665,honest,1,6,"('honest', 'NN')",0,15.561863395594644
1666,hoping,1,6,"('hoping', 'VBG')",0,11.321614781057399
1668,horses,1,6,"('horses', 'NNS')",0,11.321614781057399
1669,housed,1,6,"('housed', 'VBD')",0,11.321614781057399
1670,houses,1,6,"('houses', 'NNS')",0,11.321614781057399
1673,hunted,1,6,"('hunted', 'VBD')",0,11.321614781057399
1674,hustle,1,6,"('hustle', 'JJ')",0,15.561863395594644
1678,impair,1,6,"('impair', 'JJ')",1,15.561863395594644
1680,impose,1,6,"('impose', 'JJ')",0,15.561863395594644
1681,income,1,6,"('income', 'NN')",0,15.561863395594644
1685,inhale,1,6,"('inhale', 'NN')",0,15.561863395594644
1687,inside,1,6,"('inside', 'IN')",0,15.561863395594644
1688,insist,1,6,"('insist', 'JJ')",0,15.561863395594644
1689,intend,1,6,"('intend', 'JJ')",0,15.561863395594644
1691,invent,1,6,"('invent', 'NN')",0,15.561863395594644
1695,joyous,1,6,"('joyous', 'JJ')",1,15.561863395594644
1698,junior,1,6,"('junior', 'JJ')",0,15.561863395594644
1699,karmas,1,6,"('karmas', 'FW')",0,15.561863395594644
1700,keenly,1,6,"('keenly', 'RB')",0,15.561863395594644
1704,kitten,1,6,"('kitten', 'JJ')",1,15.561863395594644
1705,knives,1,6,"('knives', 'NNS')",1,11.321614781057399
1707,lament,1,6,"('lament', 'NN')",1,15.561863395594644
1708,landed,1,6,"('landed', 'VBD')",0,11.321614781057399
1713,latent,1,6,"('latent', 'JJ')",0,15.561863395594644
1716,leader,1,6,"('leader', 'NN')",0,15.561863395594644
1717,leaned,1,6,"('leaned', 'VBD')",1,11.321614781057399
1727,linear,1,6,"('linear', 'VBP')",0,11.321614781057399
1730,liquid,1,6,"('liquid', 'JJ')",0,15.561863395594644
1733,litter,1,6,"('litter', 'JJR')",0,11.321614781057399
1736,locate,1,6,"('locate', 'NN')",0,15.561863395594644
1738,lonely,1,6,"('lonely', 'RB')",0,15.561863395594644
1740,losing,1,6,"('losing', 'VBG')",0,11.321614781057399
1741,lovers,1,6,"('lovers', 'NNS')",0,11.321614781057399
1742,lurked,1,6,"('lurked', 'VBD')",0,11.321614781057399
1743,luxury,1,6,"('luxury', 'NN')",0,15.561863395594644
1745,makers,1,6,"('makers', 'NNS')",0,11.321614781057399
1747,manned,1,6,"('manned', 'VBD')",0,11.321614781057399
1750,marker,1,6,"('marker', 'NN')",0,15.561863395594644
1752,masons,1,6,"('masons', 'NNS')",0,11.321614781057399
1753,masses,1,6,"('masses', 'VBZ')",0,11.321614781057399
1755,matrix,1,6,"('matrix', 'NN')",0,15.561863395594644
1757,meddle,1,6,"('meddle', 'JJ')",0,15.561863395594644
1765,metron,1,6,"('metron', 'VBP')",0,11.321614781057399
1767,midway,1,6,"('midway', 'NN')",0,15.561863395594644
1768,milieu,1,6,"('milieu', 'NN')",0,15.561863395594644
1772,mirror,1,6,"('mirror', 'NN')",0,15.561863395594644
1773,mixing,1,6,"('mixing', 'VBG')",0,11.321614781057399
1774,models,1,6,"('models', 'NNS')",0,11.321614781057399
1778,months,1,6,"('months', 'NNS')",0,11.321614781057399
1779,morale,1,6,"('morale', 'JJ')",1,15.561863395594644
1780,morals,1,6,"('morals', 'NNS')",0,11.321614781057399
1781,morbid,1,6,"('morbid', 'VBD')",0,11.321614781057399
1782,morris,1,6,"('morris', 'JJ')",0,15.561863395594644
1783,mortar,1,6,"('mortar', 'NN')",0,15.561863395594644
1784,mostly,1,6,"('mostly', 'RB')",0,15.561863395594644
1787,motive,1,6,"('motive', 'NN')",0,15.561863395594644
1788,mounds,1,6,"('mounds', 'NNS')",0,11.321614781057399
1789,mughal,1,6,"('mughal', 'JJ')",0,15.561863395594644
1790,murder,1,6,"('murder', 'NN')",0,15.561863395594644
1791,muscle,1,6,"('muscle', 'NN')",0,15.561863395594644
1792,muslim,1,6,"('muslim', 'NN')",0,15.561863395594644
1793,mutiny,1,6,"('mutiny', 'NN')",0,15.561863395594644
1794,myself,1,6,"('myself', 'PRP')",0,11.321614781057399
1795,nabbed,1,6,"('nabbed', 'VBD')",0,11.321614781057399
1796,namely,1,6,"('namely', 'RB')",0,15.561863395594644
1801,naught,1,6,"('naught', 'VBD')",0,11.321614781057399
1804,needed,1,6,"('needed', 'VBN')",0,11.321614781057399
1805,needle,1,6,"('needle', 'JJ')",0,15.561863395594644
1807,nobody,1,6,"('nobody', 'NN')",0,15.561863395594644
1808,noises,1,6,"('noises', 'VBZ')",0,11.321614781057399
1811,noting,1,6,"('noting', 'VBG')",0,11.321614781057399
1815,nyagar,1,6,"('nyagar', 'JJ')",0,15.561863395594644
1816,obeyed,1,6,"('obeyed', 'JJ')",0,15.561863395594644
1819,occupy,1,6,"('occupy', 'JJ')",0,15.561863395594644
1821,octave,1,6,"('octave', 'VBP')",0,11.321614781057399
1826,origin,1,6,"('origin', 'JJ')",0,15.561863395594644
1828,outset,1,6,"('outset', 'VBP')",1,11.321614781057399
1830,palate,1,6,"('palate', 'NN')",0,15.561863395594644
1832,parody,1,6,"('parody', 'NN')",0,15.561863395594644
1833,parole,1,6,"('parole', 'JJ')",1,15.561863395594644
1835,parted,1,6,"('parted', 'VBD')",0,11.321614781057399
1839,pedals,1,6,"('pedals', 'NNS')",0,11.321614781057399
1843,phases,1,6,"('phases', 'VBZ')",1,11.321614781057399
1844,phrase,1,6,"('phrase', 'NN')",0,15.561863395594644
1847,pinned,1,6,"('pinned', 'VBD')",0,11.321614781057399
1850,plants,1,6,"('plants', 'NNS')",0,11.321614781057399
1851,played,1,6,"('played', 'VBN')",0,11.321614781057399
1852,please,1,6,"('please', 'NN')",0,15.561863395594644
1853,plenty,1,6,"('plenty', 'JJ')",1,15.561863395594644
1855,plural,1,6,"('plural', 'JJ')",0,15.561863395594644
1857,poetic,1,6,"('poetic', 'JJ')",0,15.561863395594644
1862,potted,1,6,"('potted', 'VBD')",0,11.321614781057399
1864,pretty,1,6,"('pretty', 'RB')",0,15.561863395594644
1865,priest,1,6,"('priest', 'VBP')",0,11.321614781057399
1866,prince,1,6,"('prince', 'NN')",0,15.561863395594644
1873,pulses,1,6,"('pulses', 'NNS')",0,11.321614781057399
1874,punter,1,6,"('punter', 'RBR')",0,11.321614781057399
1875,purely,1,6,"('purely', 'RB')",0,15.561863395594644
1876,pursue,1,6,"('pursue', 'VB')",0,15.561863395594644
1880,racked,1,6,"('racked', 'VBD')",1,11.321614781057399
1881,radars,1,6,"('radars', 'NNS')",0,11.321614781057399
1882,raised,1,6,"('raised', 'VBD')",0,11.321614781057399
1883,raises,1,6,"('raises', 'NNS')",0,11.321614781057399
1886,reared,1,6,"('reared', 'JJ')",0,15.561863395594644
1889,recall,1,6,"('recall', 'VBP')",0,11.321614781057399
1890,recent,1,6,"('recent', 'JJ')",0,15.561863395594644
1891,record,1,6,"('record', 'NN')",0,15.561863395594644
1894,refuge,1,6,"('refuge', 'JJ')",0,15.561863395594644
1901,remind,1,6,"('remind', 'JJ')",0,15.561863395594644
1902,remote,1,6,"('remote', 'JJ')",0,15.561863395594644
1904,report,1,6,"('report', 'NN')",1,15.561863395594644
1905,repute,1,6,"('repute', 'NN')",1,15.561863395594644
1906,rescue,1,6,"('rescue', 'NN')",0,15.561863395594644
1907,resist,1,6,"('resist', 'NN')",1,15.561863395594644
1910,revamp,1,6,"('revamp', 'NN')",0,15.561863395594644
1911,reveal,1,6,"('reveal', 'NN')",0,15.561863395594644
1912,review,1,6,"('review', 'NN')",0,15.561863395594644
1913,rhymes,1,6,"('rhymes', 'VBZ')",1,11.321614781057399
1917,rishis,1,6,"('rishis', 'VBP')",0,11.321614781057399
1919,ritual,1,6,"('ritual', 'NN')",0,15.561863395594644
1920,roared,1,6,"('roared', 'VBD')",0,11.321614781057399
1921,rolled,1,6,"('rolled', 'JJ')",0,15.561863395594644
1922,romans,1,6,"('romans', 'NNS')",0,11.321614781057399
1924,rounds,1,6,"('rounds', 'NNS')",0,11.321614781057399
1926,runner,1,6,"('runner', 'NN')",0,15.561863395594644
1927,ruskin,1,6,"('ruskin', 'NN')",0,15.561863395594644
1928,sacred,1,6,"('sacred', 'VBD')",1,11.321614781057399
1929,safety,1,6,"('safety', 'NN')",0,15.561863395594644
1930,sapped,1,6,"('sapped', 'VBD')",1,11.321614781057399
1933,savage,1,6,"('savage', 'NN')",1,15.561863395594644
1934,saving,1,6,"('saving', 'VBG')",0,11.321614781057399
1936,scenes,1,6,"('scenes', 'NNS')",0,11.321614781057399
1939,scores,1,6,"('scores', 'NNS')",0,11.321614781057399
1942,secret,1,6,"('secret', 'JJ')",0,15.561863395594644
1945,seemed,1,6,"('seemed', 'VBD')",1,11.321614781057399
1949,served,1,6,"('served', 'VBD')",0,11.321614781057399
1950,settle,1,6,"('settle', 'JJ')",0,15.561863395594644
1952,shadow,1,6,"('shadow', 'NN')",0,15.561863395594644
1953,shamba,1,6,"('shamba', 'NN')",0,15.561863395594644
1955,shield,1,6,"('shield', 'JJ')",0,15.561863395594644
1956,shifts,1,6,"('shifts', 'NNS')",0,11.321614781057399
1959,sidney,1,6,"('sidney', 'NN')",0,15.561863395594644
1960,sifted,1,6,"('sifted', 'VBN')",0,11.321614781057399
1961,signal,1,6,"('signal', 'JJ')",0,15.561863395594644
1962,simile,1,6,"('simile', 'NN')",0,15.561863395594644
1965,sindhi,1,6,"('sindhi', 'JJ')",0,15.561863395594644
1968,skills,1,6,"('skills', 'NNS')",0,11.321614781057399
1969,skinny,1,6,"('skinny', 'VBP')",1,11.321614781057399
1972,slowed,1,6,"('slowed', 'VBN')",0,11.321614781057399
1973,slumps,1,6,"('slumps', 'NNS')",1,11.321614781057399
1976,soiled,1,6,"('soiled', 'VBD')",0,11.321614781057399
1977,solved,1,6,"('solved', 'JJ')",0,15.561863395594644
1978,sorrow,1,6,"('sorrow', 'NN')",0,15.561863395594644
1982,soviet,1,6,"('soviet', 'JJ')",0,15.561863395594644
1983,spaces,1,6,"('spaces', 'NNS')",0,11.321614781057399
1984,spared,1,6,"('spared', 'VBD')",0,11.321614781057399
1985,sparta,1,6,"('sparta', 'JJ')",0,15.561863395594644
1987,spears,1,6,"('spears', 'NNS')",1,11.321614781057399
1988,specks,1,6,"('specks', 'NNS')",0,11.321614781057399
1990,speedy,1,6,"('speedy', 'JJ')",0,15.561863395594644
1992,splash,1,6,"('splash', 'NN')",0,15.561863395594644
1993,splits,1,6,"('splits', 'NNS')",0,11.321614781057399
1995,sports,1,6,"('sports', 'NNS')",0,11.321614781057399
1998,stable,1,6,"('stable', 'JJ')",0,15.561863395594644
2001,stanza,1,6,"('stanza', 'JJ')",0,15.561863395594644
2002,starts,1,6,"('starts', 'NNS')",0,11.321614781057399
,state-sponsored,1,6,,1,83.4058412281905
2007,sticks,1,6,"('sticks', 'NNS')",0,11.321614781057399
2008,stitch,1,6,"('stitch', 'VBP')",0,11.321614781057399
2011,strays,1,6,"('strays', 'VBZ')",0,11.321614781057399
2014,stress,1,6,"('stress', 'JJ')",0,15.561863395594644
2019,styles,1,6,"('styles', 'NNS')",0,11.321614781057399
2021,subtle,1,6,"('subtle', 'JJ')",1,15.561863395594644
2025,sullen,1,6,"('sullen', 'JJ')",0,15.561863395594644
2027,survey,1,6,"('survey', 'NN')",0,15.561863395594644
2032,talked,1,6,"('talked', 'JJ')",0,15.561863395594644
2033,tandem,1,6,"('tandem', 'NN')",0,15.561863395594644
2035,teamed,1,6,"('teamed', 'VBD')",0,11.321614781057399
2036,teased,1,6,"('teased', 'JJ')",1,15.561863395594644
2038,tended,1,6,"('tended', 'VBD')",0,11.321614781057399
2040,tetras,1,6,"('tetras', 'JJ')",0,15.561863395594644
2041,thefts,1,6,"('thefts', 'NNS')",0,11.321614781057399
2047,thirst,1,6,"('thirst', 'RB')",0,15.561863395594644
2050,thread,1,6,"('thread', 'JJ')",0,15.561863395594644
2051,threat,1,6,"('threat', 'NN')",0,15.561863395594644
2053,thrown,1,6,"('thrown', 'VBN')",0,11.321614781057399
2054,thrust,1,6,"('thrust', 'RB')",0,15.561863395594644
2055,toiled,1,6,"('toiled', 'VBN')",0,11.321614781057399
2056,tokens,1,6,"('tokens', 'NNS')",1,11.321614781057399
2058,traces,1,6,"('traces', 'NNS')",0,11.321614781057399
2059,tracts,1,6,"('tracts', 'VBZ')",0,11.321614781057399
2061,trains,1,6,"('trains', 'NNS')",0,11.321614781057399
2063,trauma,1,6,"('trauma', 'VBP')",0,11.321614781057399
2064,treats,1,6,"('treats', 'NNS')",0,11.321614781057399
2068,tricky,1,6,"('tricky', 'JJ')",0,15.561863395594644
2069,trophy,1,6,"('trophy', 'NN')",0,15.561863395594644
2071,truest,1,6,"('truest', 'JJ')",0,15.561863395594644
2072,truths,1,6,"('truths', 'NNS')",0,11.321614781057399
2077,unfold,1,6,"('unfold', 'JJ')",0,15.561863395594644
2082,unseen,1,6,"('unseen', 'JJ')",0,15.561863395594644
2083,uphold,1,6,"('uphold', 'JJ')",0,15.561863395594644
2085,urgent,1,6,"('urgent', 'NN')",0,15.561863395594644
2087,utters,1,6,"('utters', 'NNS')",0,11.321614781057399
2089,vanity,1,6,"('vanity', 'NN')",0,15.561863395594644
2090,varies,1,6,"('varies', 'NNS')",0,11.321614781057399
2091,vcr[s],1,6,"('vcr[s]', 'VBP')",0,11.321614781057399
2092,versed,1,6,"('versed', 'VBN')",0,11.321614781057399
2093,victim,1,6,"('victim', 'NN')",0,15.561863395594644
2096,vision,1,6,"('vision', 'NN')",0,15.561863395594644
2097,visits,1,6,"('visits', 'NNS')",0,11.321614781057399
2101,volume,1,6,"('volume', 'NN')",0,15.561863395594644
2105,waking,1,6,"('waking', 'VBG')",0,11.321614781057399
2112,watery,1,6,"('watery', 'NN')",0,15.561863395594644
2115,welded,1,6,"('welded', 'VBD')",0,11.321614781057399
2117,wilder,1,6,"('wilder', 'VBP')",0,11.321614781057399
2118,wildly,1,6,"('wildly', 'RB')",0,15.561863395594644
2119,winter,1,6,"('winter', 'JJ')",0,15.561863395594644
2125,wooded,1,6,"('wooded', 'VBD')",0,11.321614781057399
2127,worker,1,6,"('worker', 'NN')",0,15.561863395594644
2129,wreaks,1,6,"('wreaks', 'VBP')",2,11.321614781057399
2131,writes,1,6,"('writes', 'NNS')",0,11.321614781057399
2132,yellow,1,6,"('yellow', 'JJ')",0,15.561863395594644
1327,actors,2,6,"('actors', 'NNS')",0,11.31464105832714
1336,afford,2,6,"('afford', 'NN')",0,15.554889672864386
1342,alexie,2,6,"('alexie', 'NN')",0,15.554889672864386
1344,allude,2,6,"('allude', 'VBP')",1,11.31464105832714
1349,angles,2,6,"('angles', 'NNS')",0,11.31464105832714
1351,answer,2,6,"('answer', 'VBP')",0,11.31464105832714
1355,apiece,2,6,"('apiece', 'RB')",0,15.554889672864386
1358,arabic,2,6,"('arabic', 'JJ')",0,15.554889672864386
1360,argued,2,6,"('argued', 'VBD')",0,11.31464105832714
1364,arnold,2,6,"('arnold', 'VBP')",0,11.31464105832714
1366,arrest,2,6,"('arrest', 'RB')",1,15.554889672864386
1373,asleep,2,6,"('asleep', 'JJ')",0,15.554889672864386
1384,bakkie,2,6,"('bakkie', 'NN')",0,15.554889672864386
1402,belong,2,6,"('belong', 'JJ')",0,15.554889672864386
1408,biases,2,6,"('biases', 'NNS')",2,11.31464105832714
1418,borrow,2,6,"('borrow', 'NN')",0,15.554889672864386
1443,causes,2,6,"('causes', 'NNS')",0,11.31464105832714
1444,ceased,2,6,"('ceased', 'VBD')",0,11.31464105832714
1455,church,2,6,"('church', 'NN')",0,15.554889672864386
1458,circle,2,6,"('circle', 'NN')",0,15.554889672864386
1464,closer,2,6,"('closer', 'JJR')",0,11.31464105832714
1468,comedy,2,6,"('comedy', 'NN')",0,15.554889672864386
1469,comics,2,6,"('comics', 'NNS')",1,11.31464105832714
1473,copies,2,6,"('copies', 'NNS')",0,11.31464105832714
1477,couldn,2,6,"('couldn', 'JJ')",0,15.554889672864386
1486,custom,2,6,"('custom', 'JJ')",0,15.554889672864386
1490,deadly,2,6,"('deadly', 'RB')",0,15.554889672864386
1491,debate,2,6,"('debate', 'JJ')",0,15.554889672864386
1496,deeply,2,6,"('deeply', 'RB')",0,15.554889672864386
1500,degree,2,6,"('degree', 'NN')",1,15.554889672864386
1519,dreads,2,6,"('dreads', 'NNS')",1,11.31464105832714
1533,enable,2,6,"('enable', 'JJ')",0,15.554889672864386
1547,epochs,2,6,"('epochs', 'NN')",1,15.554889672864386
1562,exists,2,6,"('exists', 'NNS')",0,11.31464105832714
1564,expand,2,6,"('expand', 'VBP')",0,11.31464105832714
1565,expect,2,6,"('expect', 'VBP')",0,11.31464105832714
1575,famous,2,6,"('famous', 'JJ')",0,15.554889672864386
1579,fellow,2,6,"('fellow', 'JJ')",0,15.554889672864386
1585,finite,2,6,"('finite', 'NN')",0,15.554889672864386
1586,firmly,2,6,"('firmly', 'RB')",0,15.554889672864386
1592,forest,2,6,"('forest', 'RB')",0,15.554889672864386
1594,formal,2,6,"('formal', 'JJ')",0,15.554889672864386
1595,format,2,6,"('format', 'NN')",0,15.554889672864386
1603,freely,2,6,"('freely', 'RB')",1,15.554889672864386
1612,gained,2,6,"('gained', 'VBD')",1,11.31464105832714
1614,gender,2,6,"('gender', 'JJ')",0,15.554889672864386
1615,genres,2,6,"('genres', 'NNS')",0,11.31464105832714
1617,george,2,6,"('george', 'JJ')",0,15.554889672864386
1619,ghosts,2,6,"('ghosts', 'NNS')",1,11.31464105832714
1620,gifted,2,6,"('gifted', 'VBD')",0,11.31464105832714
1622,gladly,2,6,"('gladly', 'RB')",0,15.554889672864386
1626,gothic,2,6,"('gothic', 'JJ')",0,15.554889672864386
1627,grange,2,6,"('grange', 'NN')",2,15.554889672864386
1631,greeks,2,6,"('greeks', 'NNS')",0,11.31464105832714
1632,ground,2,6,"('ground', 'NN')",0,15.554889672864386
1636,guests,2,6,"('guests', 'NNS')",0,11.31464105832714
1646,hardly,2,6,"('hardly', 'RB')",0,15.554889672864386
1648,hatred,2,6,"('hatred', 'JJ')",0,15.554889672864386
1652,hearts,2,6,"('hearts', 'NNS')",0,11.31464105832714
1660,hiding,2,6,"('hiding', 'VBG')",0,11.31464105832714
1667,horror,2,6,"('horror', 'NN')",0,15.554889672864386
1672,hunger,2,6,"('hunger', 'RB')",0,15.554889672864386
1684,inform,2,6,"('inform', 'NN')",1,15.554889672864386
1690,intent,2,6,"('intent', 'NN')",0,15.554889672864386
1692,island,2,6,"('island', 'NN')",1,15.554889672864386
1696,judges,2,6,"('judges', 'NNS')",0,11.31464105832714
1697,jungle,2,6,"('jungle', 'VBP')",0,11.31464105832714
1712,lashed,2,6,"('lashed', 'VBD')",0,11.31464105832714
1715,layers,2,6,"('layers', 'NNS')",0,11.31464105832714
1719,leaves,2,6,"('leaves', 'NNS')",0,11.31464105832714
1720,length,2,6,"('length', 'VBP')",0,11.31464105832714
1721,lesson,2,6,"('lesson', 'JJ')",0,15.554889672864386
1724,lights,2,6,"('lights', 'RBR')",0,11.31464105832714
1725,likely,2,6,"('likely', 'JJ')",0,15.554889672864386
1726,limits,2,6,"('limits', 'NNS')",0,11.31464105832714
1728,linger,2,6,"('linger', 'NN')",2,15.554889672864386
1732,listen,2,6,"('listen', 'VBP')",0,11.31464105832714
1737,london,2,6,"('london', 'RBR')",0,11.31464105832714
1744,mainly,2,6,"('mainly', 'RB')",0,15.554889672864386
1759,member,2,6,"('member', 'NN')",0,15.554889672864386
1764,metres,2,6,"('metres', 'NNS')",0,11.31464105832714
1769,miners,2,6,"('miners', 'NNS')",0,11.31464105832714
1771,minute,2,6,"('minute', 'NN')",0,15.554889672864386
1777,monkey,2,6,"('monkey', 'JJ')",0,15.554889672864386
1786,motion,2,6,"('motion', 'NN')",0,15.554889672864386
1802,nearly,2,6,"('nearly', 'RB')",0,15.554889672864386
1803,nectar,2,6,"('nectar', 'RB')",0,15.554889672864386
1806,nigger,2,6,"('nigger', 'NN')",0,15.554889672864386
1818,obtain,2,6,"('obtain', 'VB')",0,15.554889672864386
1820,occurs,2,6,"('occurs', 'NNS')",0,11.31464105832714
1822,offers,2,6,"('offers', 'NNS')",0,11.31464105832714
1823,office,2,6,"('office', 'NN')",0,15.554889672864386
1824,orally,2,6,"('orally', 'RB')",1,15.554889672864386
1829,oxford,2,6,"('oxford', 'NN')",0,15.554889672864386
1831,parent,2,6,"('parent', 'NN')",1,15.554889672864386
